"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
"But he judged it unnecessary: he had still something more to try, some more fresh application, of whose success he was as confident as the last, and his visit concluded with encouraging assurances which reached the ear, but could not enter the heart of Miss Dashwood.";7;"MRHAR:C+:ST+, MRHAR:A+:X, ELINO:N+:X";"ELINO:N:X, MRHAR:C:X";ELINO:N:ST;47;4.6;3;0;4;0;0;4;5;1;0;0;1;6;1;2;0;0;0;4;1;3;1;0;0;0;1;0;2;5;0;0;0;0;1;0;1;0;"BE 1(encouraging), SD 1(confident)";"AC 1(success)";"SD 1(confident)";"AC 1(success)";"AC 1(success), BE 1(encouraging)";"AC 1(success), BE 1(encouraging), SD 1(confident)";"confident";"encouraging, confident";;"still";"last, unnecessary, it";"encouraging";2;1;1;1;2;3;1;2;0;1;3;1;0.85;0.54;0.33;1.13;0;0;2;0;0;0;1;0;3;0;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1035) [ CO- 10, E+ 11, C+ 149, E- 25, A+ 151, C- 2, ST+ 223, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 243, CO+  4, O- 1, N- 61 ], HC2 (784) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 139, CO+ 73, O- 2, N- 79 ], HC3 (706) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 66, C- 1, ST+ 111, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 12, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;"HC1 (8) [ C+ 5, A+ 1, ST+ 1, N- 1 ], HC2 (4) [ C+ 3, N+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"She was calm, except when she thought of her mother; but she was almost hopeless; and in this state she continued till noon, scarcely stirring from her sister's bed, her thoughts wandering from one image of grief, one suffering friend to another, and her spirits oppressed to the utmost by the conversation of Mrs. Jennings, who scrupled not to attribute the severity and danger of this attack to the many weeks of previous indisposition which Marianne's disappointment had brought on.";6;"ELINO:N-:ST+, ELINO:A+:X, MSJEN:C+:OC+";"ELINO:N+:X, MSJEN:N:X";;82;4.8;4;2;7;0;0;11;4;0;0;0;0;16;3;3;0;0;0;4;4;3;0;0;1;0;4;0;1;6;2;2;0;0;1;1;0;1;"BE 2(mother, friend), PO 1(attack), SE 2(calm, danger), SD 2(thought, thoughts)";"BE 2(mother, friend), PO 1(attack), SE 2(calm, danger), SD 2(thought, thoughts)";"BE 2(mother, friend), SD 1(thoughts)";"AC 1(utmost), BE 1(friend), PO 1(attack), SE 2(calm, danger), SD 1(thought)";"BE 2(mother, friend), SE 1(danger), SD 1(thought)";"BE 2(mother, friend), PO 1(attack), SE 2(calm, danger), SD 2(thought, thoughts)";"calm";"calm";;;"stirring";"suffering, oppressed, wandering";7;7;3;6;4;7;1;1;0;0;1;3;0.84;0.55;0.32;1.14;0;0;1;0;0;0;1;0;2;1;0;0;1;0;0;0;1;0;;;;;;;;;"HC1 (1038) [ CO- 10, E+ 11, C+ 149, E- 25, A+ 152, C- 2, ST+ 224, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 243, CO+  4, O- 1, N- 62 ], HC2 (785) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 140, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (449) [ CO- 14, X + 1, E+ 92, C+ 8, E- 3, A+ 61, C- 9, ST+ 128, A- 18, ST- 11, ST-  1, OC+ 49, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ], HC2 (299) [ X + 2, E+ 91, OC+ 3, SE+ 45, A+ 73, ST+ 30, A- 28, O+ 10, N+ 14, O- 2, N- 1 ]";;;;;;;;;;;;;;;;;;;
"Elinor felt all the reasonableness of the idea, and it gave fresh misery to her reflections.";6;ELINO:C+:ST+;ELINO:N+:X;;16;4.7;1;0;2;0;0;1;1;0;0;0;0;3;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";;;;;"it";;1;1;1;1;1;1;0;0;0;0;1;0;0.85;0.55;0.33;1.13;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1040) [ CO- 10, E+ 11, C+ 150, E- 25, A+ 152, C- 2, ST+ 225, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 243, CO+  4, O- 1, N- 62 ], HC2 (786) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 141, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"About noon, however, she began--but with a caution--a dread of disappointment which for some time kept her silent, even to her friend--to fancy, to hope she could perceive a slight amendment in her sister's pulse;--she waited, watched, and examined it again and again;--and at last, with an agitation more difficult to bury under exterior calmness, than all her foregoing distress, ventured to communicate her hopes.";7;"ELINO:C+:ST+, ELINO:A+:CO+";ELINO:N:X;ELINO:N:ST;65;5.2;2;0;5;0;0;9;8;0;0;0;1;11;1;0;0;0;0;3;5;4;1;0;0;0;4;0;4;5;0;1;0;0;1;0;0;0;"PO 1(fancy), SE 1(calmness), ST 1(agitation)";;;"PO 1(fancy), SE 1(calmness)";;"PO 1(fancy), SE 1(calmness)";"silent";"difficult";;"silent";"fancy, slight, last, difficult, it, dread";;3;0;0;2;0;2;1;1;0;1;6;0;0.86;0.53;0.28;1.17;0;0;1;0;0;0;1;0;2;0;0;0;2;0;1;0;0;0;;;;;;;;;"HC1 (1044) [ CO- 10, E+ 11, C+ 151, E- 25, A+ 153, C- 2, ST+ 226, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 62 ], HC2 (787) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 142, CO+ 73, O- 2, N- 79 ], HC3 (708) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 66, C- 1, ST+ 112, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 13, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Mrs. Jennings, though forced, on examination, to acknowledge a temporary revival, tried to keep her young friend from indulging a thought of its continuance;--and Elinor, conning over every injunction of distrust, told herself likewise not to hope.";7;"MSJEN:X:ST+, ELINO:X:ST+";"ELINO:C:X, MSJEN:C:X";MSJEN:A+:ST+;37;5.5;0;0;3;0;0;6;3;0;0;0;0;6;0;3;0;0;0;1;2;2;0;0;0;0;3;0;3;2;2;1;0;0;0;0;0;0;"BE 1(friend), SD 1(thought), UN 1(acknowledge)";"BE 1(friend), SD 1(thought)";"BE 1(friend), UN 1(acknowledge)";"BE 1(friend), SD 1(thought)";"BE 1(friend), SD 1(thought), UN 1(acknowledge)";"BE 1(friend), SD 1(thought), UN 1(acknowledge)";;"young";"young";;"tried, forced";;3;2;2;2;3;3;0;1;1;0;2;0;0.89;0.46;0.31;1.14;0;0;2;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;"HC1 (1045) [ CO- 10, E+ 11, C+ 151, E- 25, A+ 153, C- 2, ST+ 227, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 62 ], HC2 (788) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 142, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (450) [ CO- 14, X + 1, E+ 92, C+ 8, E- 3, A+ 61, C- 9, ST+ 129, A- 18, ST- 11, ST-  1, OC+ 49, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ], HC2 (300) [ X + 2, E+ 91, OC+ 3, SE+ 45, C+ 1, A+ 73, ST+ 30, A- 28, O+ 10, N+ 14, O- 2, N- 1 ], HC3 (329) [ E+ 193, SE+ 29, C+ 4, OC- 1, A+ 39, C- 4, ST+ 42, A- 2, CO+ 7, N- 8 ]";;;;;;;;;;;;;;;;;;;
But it was too late.;0;;;;5;3.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;"late, it";;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0.60;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hope had already entered; and feeling all its anxious flutter, she bent over her sister to watch--she hardly knew for what.";6;"ELINO:E+:ST+, ELINO:N-:X";ELINO:N:X;;22;4.6;1;0;1;0;0;2;1;0;0;0;0;2;0;0;0;0;0;2;2;2;0;0;0;0;1;0;1;3;1;1;0;0;0;1;0;0;"BE 1(feeling)";"BE 1(feeling)";"BE 1(feeling)";"BE 1(feeling)";"BE 1(feeling)";"BE 1(feeling)";"anxious";"anxious";;;"bent";"anxious, feeling";1;1;1;1;1;1;1;1;0;0;1;2;0.85;0.55;0.37;1.09;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1048) [ CO- 10, E+ 12, C+ 151, E- 25, A+ 153, C- 2, ST+ 228, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 63 ], HC2 (789) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 143, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Half an hour passed away, and the favourable symptom yet blessed her.";4;"ELINO:E+:ST+, ELINO:N-:X";;;12;4.7;1;0;2;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;"TR 1(blessed)";"TR 1(blessed)";"TR 1(blessed)";"TR 1(blessed)";;"TR 1(blessed)";;;;;"blessed";;1;1;1;1;0;1;0;0;0;0;1;0;0.82;0.58;0.31;1.15;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1051) [ CO- 10, E+ 13, C+ 151, E- 25, A+ 153, C- 2, ST+ 229, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 64 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Others even arose to confirm it.;4;"ELINO:E+:ST+, ELINO:N-:X";;;6;4.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;"it";;0;0;0;0;0;0;0;0;0;0;1;0;0.91;0.42;0.38;1.10;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1054) [ CO- 10, E+ 14, C+ 151, E- 25, A+ 153, C- 2, ST+ 230, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 65 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Her breath, her skin, her lips, all flattered Elinor with signs of amendment; and Marianne fixed her eyes on her with a rational, though languid, gaze.";5;"ELINO:E+:ST+, ELINO:N-:X";;ELINO:X:ST+;27;4.4;1;0;2;0;0;5;2;0;0;0;0;5;3;2;0;0;0;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;"languid, rational";;"fixed";"languid";"rational";;0;0;0;0;0;0;2;0;1;1;1;0;0.82;0.59;0.33;1.13;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1057) [ CO- 10, E+ 15, C+ 151, E- 25, A+ 153, C- 2, ST+ 231, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 66 ], HC3 (709) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 66, C- 1, ST+ 113, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 13, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anxiety and hope now oppressed her in equal degrees, and left her no moment of tranquillity till the arrival of Mr. Harris at four o'clock;--when his assurances, his felicitations on a recovery in her sister even surpassing his expectation, gave her confidence, comfort, and tears of joy.";6;"ELINO:E+:ST+, ELINO:N-:X, MRHAR:A+:ST+";ELINO:N:X;;47;5.0;3;1;3;0;0;8;1;0;0;0;0;9;4;3;0;0;0;1;6;3;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;"BE 1(confidence), HE 2(comfort, joy), SE 1(tranquillity)";"HE 1(comfort)";"HE 1(joy)";"BE 1(confidence), HE 2(comfort, joy), SE 1(tranquillity)";"BE 1(confidence)";"BE 1(confidence), HE 2(comfort, joy), SE 1(tranquillity)";;;"equal";;"surpassing";"oppressed";4;1;1;4;1;4;0;0;1;0;1;1;0.85;0.53;0.27;1.18;0;0;0;0;1;0;1;0;1;1;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1060) [ CO- 10, E+ 16, C+ 151, E- 25, A+ 153, C- 2, ST+ 232, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 67 ], HC2 (790) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 144, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;"HC1 (10) [ C+ 5, A+ 2, ST+ 2, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Marianne was in every respect materially better, and he declared her entirely out of danger.";0;;;;15;5.1;1;0;1;0;0;3;0;0;0;0;0;2;0;1;0;0;0;2;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"CO 1(respect), SE 1(danger)";"CO 1(respect), SE 1(danger)";;"CO 1(respect), SE 1(danger)";"CO 1(respect), SE 1(danger)";"CO 1(respect), SE 1(danger)";;;;;"better, out";;2;2;0;2;2;2;0;0;0;0;2;0;0.86;0.52;0.31;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Mrs. Jennings, perhaps satisfied with the partial justification of her forebodings which had been found in their late alarm, allowed herself to trust in his judgment, and admitted, with unfeigned joy, and soon with unequivocal cheerfulness, the probability of an entire recovery.";7;"MSJEN:X:ST+, MSJEN:E+:OC+";MSJEN:N:X;MSJEN:X:ST;42;5.5;2;0;3;0;0;7;5;0;0;0;0;7;1;2;0;0;0;1;3;2;0;0;0;0;1;0;1;2;0;4;0;0;1;0;0;0;"CO 1(trust), HE 2(joy, cheerfulness), SE 1(alarm)";"SE 1(alarm)";"HE 1(joy), SE 1(alarm)";"CO 1(trust), HE 1(joy), SE 1(alarm)";"CO 1(trust)";"CO 1(trust), HE 1(joy), SE 1(alarm)";;"satisfied";;"partial, unequivocal";"late, entire";"satisfied";4;1;2;3;1;3;0;1;0;2;2;1;0.90;0.45;0.25;1.19;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (453) [ CO- 14, X + 1, E+ 93, C+ 8, E- 3, A+ 61, C- 9, ST+ 130, A- 18, ST- 11, ST-  1, OC+ 50, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ], HC2 (301) [ X + 2, E+ 91, OC+ 3, SE+ 45, C+ 1, A+ 73, ST+ 30, A- 28, O+ 10, N+ 15, O- 2, N- 1 ], HC3 (330) [ E+ 193, SE+ 29, C+ 4, OC- 1, A+ 39, C- 4, ST+ 43, A- 2, CO+ 7, N- 8 ]";;;;;;;;;;;;;;;;;;;
Elinor could not be cheerful.;6;ELINO:N-:X;ELINO:N:X;;5;4.8;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"HE 1(cheerful)";"HE 1(cheerful)";;"HE 1(cheerful)";;"HE 1(cheerful)";"cheerful";"cheerful";;;;;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0.39;1.04;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;"HC1 (1061) [ CO- 10, E+ 16, C+ 151, E- 25, A+ 153, C- 2, ST+ 232, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 68 ], HC2 (791) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 145, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Her joy was of a different kind, and led to any thing rather than to gaiety.";6;ELINO:X:ST+;ELINO:N:X;;16;3.7;1;0;2;0;0;2;1;0;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;"HE 1(joy), ST 1(different)";"ST 1(different)";"HE 1(joy)";"HE 1(joy), ST 1(different)";"ST 1(different)";"HE 1(joy), ST 1(different)";"kind";"kind";;"kind";"led";;2;1;1;2;1;2;1;1;0;1;1;0;0.83;0.57;0.25;1.18;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1062) [ CO- 10, E+ 16, C+ 151, E- 25, A+ 153, C- 2, ST+ 233, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 244, CO+  4, O- 1, N- 68 ], HC2 (792) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 146, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Marianne restored to life, health, friends, and to her doting mother, was an idea to fill her heart with sensations of exquisite comfort, and expand it in fervent gratitude;--but it led to no outward demonstrations of joy, no words, no smiles.";6;ELINO:X:CO+;ELINO:N-:X;;41;4.8;3;0;4;0;0;4;2;0;0;0;0;8;5;1;0;0;0;2;2;0;0;0;0;0;4;0;2;3;1;0;0;0;0;0;0;0;"BE 2(friends, mother), HE 2(comfort, joy), SE 1(health), SD 1(idea)";"BE 2(friends, mother), HE 1(comfort), SE 1(health), SD 1(idea)";"BE 1(mother), HE 1(joy), SD 1(idea)";"HE 2(comfort, joy), SE 1(health), SD 1(idea)";"BE 2(friends, mother), SE 1(health), SD 1(idea)";"BE 2(friends, mother), HE 2(comfort, joy), SE 1(health), SD 1(idea)";"fervent";;;;"exquisite, led, it";"doting";6;5;3;4;4;6;1;0;0;0;3;1;0.85;0.53;0.30;1.15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;;;;;;;;;"HC1 (1063) [ CO- 10, E+ 16, C+ 151, E- 25, A+ 153, C- 2, ST+ 233, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 245, CO+  4, O- 1, N- 68 ], HC2 (793) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 146, CO+ 73, O- 2, N- 80 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"All within Elinor's breast was satisfaction, silent and strong.";7;ELINO:X:ST+;ELINO:N-:X;ELINO:A+:ST+;9;5.7;1;0;1;0;0;1;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"HE 1(satisfaction), PO 1(strong)";"HE 1(satisfaction)";;"HE 1(satisfaction), PO 1(strong)";"PO 1(strong)";"HE 1(satisfaction), PO 1(strong)";"silent";"strong";;"silent, strong";;;2;1;0;2;1;2;1;1;0;2;0;0;0.80;0.63;0.39;1.09;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1064) [ CO- 10, E+ 16, C+ 151, E- 25, A+ 153, C- 2, ST+ 234, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 245, CO+  4, O- 1, N- 68 ], HC2 (794) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 146, CO+ 73, O- 2, N- 81 ], HC3 (711) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 67, C- 1, ST+ 114, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 13, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"She continued by the side of her sister, with little intermission the whole afternoon, calming every fear, satisfying every inquiry of her enfeebled spirits, supplying every succour, and watching almost every look and every breath.";7;"ELINO:C+:ST+, ELINO:A+:X";ELINO:N-:X;ELINO:A+:ST+;35;5.5;2;0;7;0;0;4;3;0;0;0;0;9;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;"HE 1(satisfying)";;;"HE 1(satisfying)";;"HE 1(satisfying)";;"little";"enfeebled, little";;"calming, whole, satisfying";;1;0;0;1;0;1;0;1;2;0;3;0;0.86;0.51;0.35;1.10;0;0;1;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1067) [ CO- 10, E+ 16, C+ 152, E- 25, A+ 154, C- 2, ST+ 235, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 245, CO+  4, O- 1, N- 68 ], HC2 (795) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 146, CO+ 73, O- 2, N- 82 ], HC3 (713) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 68, C- 1, ST+ 115, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 13, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The possibility of a relapse would of course, in some moments, occur to remind her of what anxiety was--but when she saw, on her frequent and minute examination, that every symptom of recovery continued, and saw Marianne at six o'clock sink into a quiet, steady, and to all appearance comfortable, sleep, she silenced every doubt.";7;"ELINO:N-:ST+, ELINO:C+:X";ELINO:N-:X;ELINO:A+:ST+;55;4.8;3;1;7;0;0;9;5;0;0;0;1;10;1;1;0;0;0;2;2;1;0;0;0;0;2;0;2;4;0;0;1;0;0;1;0;1;"HE 1(comfortable), SE 1(quiet)";"HE 1(comfortable)";;"HE 1(comfortable), SE 1(quiet)";;"HE 1(comfortable), SE 1(quiet)";"quiet, steady";"comfortable, quiet";"silenced, frequent, minute";"quiet, steady";;"comfortable";2;1;0;2;0;2;2;2;3;2;0;1;0.83;0.57;0.29;1.17;0;0;1;0;0;0;1;0;0;2;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1070) [ CO- 10, E+ 16, C+ 153, E- 25, A+ 154, C- 2, ST+ 236, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 21, CO+ 245, CO+  4, O- 1, N- 69 ], HC2 (796) [ X + 5, E+ 22, C+ 111, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 146, CO+ 73, O- 2, N- 83 ], HC3 (715) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 69, C- 1, ST+ 116, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 13, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
